step_index,timestamp_sec,flight_phase,message_type,criticality,latency_budget_ms,system_config,ai_threat_level,ai_threat_score,ai_confidence,is_anomaly,anomaly_score,forecast_trend,preemptive_flag,previous_construction,selected_construction,transition_type,dwell_counter,safety_override_triggered,downgrade_blocked,explainable_reason,ai_inference_time_ms,policy_decision_time_ms,measured_handshake_latency_ms,measured_encap_latency_ms,measured_sign_latency_ms,measured_total_latency_ms,energy_cost_uj,security_margin_bits,deadline_met,scenario_id,scenario_name
4,6.0,CRUISE,NAVIGATION_UPDATE,IMPORTANT,5000.0,AI_ADAPTIVE,NORMAL,51.17,0.4838,True,100.0,RAPID_ESCALATION,True,ADAPTIVE-HIGH-ASSURANCE-V1,ADAPTIVE-HIGH-ASSURANCE-V1,STABLE,0,True,False,Mode C: Selected ADAPTIVE-HIGH-ASSURANCE-V1 (HIGH_ASSURANCE) for IMPORTANT traffic under HIGH threat. All safety invariants and latency constraints are satisfied.,20.9552,0.0357,0.0,0.085,0.07,21.1459,890.0,256,True,S11_RAPID_THREAT_OSCILLATION,S11: Rapid Threat Oscillation & Anti-Thrashing
5,8.0,CRUISE,NAVIGATION_UPDATE,IMPORTANT,5000.0,AI_ADAPTIVE,NORMAL,9.77,0.9326,False,22.57,RECOVERING,False,ADAPTIVE-HIGH-ASSURANCE-V1,ADAPTIVE-HIGH-ASSURANCE-V1,DOWNGRADE_HELD,1,False,False,Mode C: Selected ADAPTIVE-BALANCED-V1 (BALANCED) for IMPORTANT traffic under NORMAL threat. All safety invariants and latency constraints are satisfied. [Hysteresis hold step 1/3],22.836,0.0332,0.0,0.085,0.07,23.0242,890.0,256,True,S11_RAPID_THREAT_OSCILLATION,S11: Rapid Threat Oscillation & Anti-Thrashing
6,10.0,CRUISE,NAVIGATION_UPDATE,IMPORTANT,5000.0,AI_ADAPTIVE,NORMAL,51.17,0.4838,True,100.0,RAPID_ESCALATION,True,ADAPTIVE-HIGH-ASSURANCE-V1,ADAPTIVE-HIGH-ASSURANCE-V1,STABLE,0,True,False,Mode C: Selected ADAPTIVE-HIGH-ASSURANCE-V1 (HIGH_ASSURANCE) for IMPORTANT traffic under HIGH threat. All safety invariants and latency constraints are satisfied.,7.8958,0.0478,0.0,0.085,0.07,8.0986,890.0,256,True,S11_RAPID_THREAT_OSCILLATION,S11: Rapid Threat Oscillation & Anti-Thrashing
7,12.0,CRUISE,NAVIGATION_UPDATE,IMPORTANT,5000.0,AI_ADAPTIVE,NORMAL,9.77,0.9326,False,22.57,DECREASING,False,ADAPTIVE-HIGH-ASSURANCE-V1,ADAPTIVE-HIGH-ASSURANCE-V1,DOWNGRADE_HELD,1,False,False,Mode C: Selected ADAPTIVE-BALANCED-V1 (BALANCED) for IMPORTANT traffic under NORMAL threat. All safety invariants and latency constraints are satisfied. [Hysteresis hold step 1/3],10.0829,0.063,0.0,0.085,0.07,10.3009,890.0,256,True,S11_RAPID_THREAT_OSCILLATION,S11: Rapid Threat Oscillation & Anti-Thrashing
8,14.0,CRUISE,NAVIGATION_UPDATE,IMPORTANT,5000.0,AI_ADAPTIVE,NORMAL,51.17,0.4838,True,100.0,MODERATE_INCREASE,True,ADAPTIVE-HIGH-ASSURANCE-V1,ADAPTIVE-HIGH-ASSURANCE-V1,STABLE,0,True,False,Mode C: Selected ADAPTIVE-HIGH-ASSURANCE-V1 (HIGH_ASSURANCE) for IMPORTANT traffic under HIGH threat. All safety invariants and latency constraints are satisfied.,26.1698,0.0435,0.0,0.085,0.07,26.3683,890.0,256,True,S11_RAPID_THREAT_OSCILLATION,S11: Rapid Threat Oscillation & Anti-Thrashing
9,16.0,CRUISE,NAVIGATION_UPDATE,IMPORTANT,5000.0,AI_ADAPTIVE,NORMAL,9.77,0.9326,False,22.57,DECREASING,False,ADAPTIVE-HIGH-ASSURANCE-V1,ADAPTIVE-HIGH-ASSURANCE-V1,DOWNGRADE_HELD,1,False,False,Mode C: Selected ADAPTIVE-BALANCED-V1 (BALANCED) for IMPORTANT traffic under NORMAL threat. All safety invariants and latency constraints are satisfied. [Hysteresis hold step 1/3],5.9411,0.0322,0.0,0.085,0.07,6.1283,890.0,256,True,S11_RAPID_THREAT_OSCILLATION,S11: Rapid Threat Oscillation & Anti-Thrashing
10,18.0,CRUISE,NAVIGATION_UPDATE,IMPORTANT,5000.0,AI_ADAPTIVE,NORMAL,51.17,0.4838,True,100.0,MODERATE_INCREASE,False,ADAPTIVE-HIGH-ASSURANCE-V1,ADAPTIVE-HIGH-ASSURANCE-V1,STABLE,0,True,False,Mode C: Selected ADAPTIVE-HIGH-ASSURANCE-V1 (HIGH_ASSURANCE) for IMPORTANT traffic under HIGH threat. All safety invariants and latency constraints are satisfied.,28.1223,0.0596,0.0,0.085,0.07,28.3369,890.0,256,True,S11_RAPID_THREAT_OSCILLATION,S11: Rapid Threat Oscillation & Anti-Thrashing
11,20.0,CRUISE,NAVIGATION_UPDATE,IMPORTANT,5000.0,AI_ADAPTIVE,NORMAL,9.77,0.9326,False,22.57,DECREASING,False,ADAPTIVE-HIGH-ASSURANCE-V1,ADAPTIVE-HIGH-ASSURANCE-V1,DOWNGRADE_HELD,1,False,False,Mode C: Selected ADAPTIVE-BALANCED-V1 (BALANCED) for IMPORTANT traffic under NORMAL threat. All safety invariants and latency constraints are satisfied. [Hysteresis hold step 1/3],42.6456,0.0518,0.0,0.085,0.07,42.8524,890.0,256,True,S11_RAPID_THREAT_OSCILLATION,S11: Rapid Threat Oscillation & Anti-Thrashing
12,22.0,CRUISE,NAVIGATION_UPDATE,IMPORTANT,5000.0,AI_ADAPTIVE,NORMAL,51.17,0.4838,True,100.0,MODERATE_INCREASE,False,ADAPTIVE-HIGH-ASSURANCE-V1,ADAPTIVE-HIGH-ASSURANCE-V1,STABLE,0,True,False,Mode C: Selected ADAPTIVE-HIGH-ASSURANCE-V1 (HIGH_ASSURANCE) for IMPORTANT traffic under HIGH threat. All safety invariants and latency constraints are satisfied.,16.7131,0.0485,0.0,0.085,0.07,16.9166,890.0,256,True,S11_RAPID_THREAT_OSCILLATION,S11: Rapid Threat Oscillation & Anti-Thrashing
13,24.0,CRUISE,NAVIGATION_UPDATE,IMPORTANT,5000.0,AI_ADAPTIVE,NORMAL,9.77,0.9326,False,22.57,DECREASING,False,ADAPTIVE-HIGH-ASSURANCE-V1,ADAPTIVE-HIGH-ASSURANCE-V1,DOWNGRADE_HELD,1,False,False,Mode C: Selected ADAPTIVE-BALANCED-V1 (BALANCED) for IMPORTANT traffic under NORMAL threat. All safety invariants and latency constraints are satisfied. [Hysteresis hold step 1/3],12.5352,0.0456,0.0,0.085,0.07,12.7358,890.0,256,True,S11_RAPID_THREAT_OSCILLATION,S11: Rapid Threat Oscillation & Anti-Thrashing
14,26.0,CRUISE,NAVIGATION_UPDATE,IMPORTANT,5000.0,AI_ADAPTIVE,NORMAL,51.17,0.4838,True,100.0,MODERATE_INCREASE,False,ADAPTIVE-HIGH-ASSURANCE-V1,ADAPTIVE-HIGH-ASSURANCE-V1,STABLE,0,True,False,Mode C: Selected ADAPTIVE-HIGH-ASSURANCE-V1 (HIGH_ASSURANCE) for IMPORTANT traffic under HIGH threat. All safety invariants and latency constraints are satisfied.,21.4638,0.0339,0.0,0.085,0.07,21.6527,890.0,256,True,S11_RAPID_THREAT_OSCILLATION,S11: Rapid Threat Oscillation & Anti-Thrashing
15,28.0,CRUISE,NAVIGATION_UPDATE,IMPORTANT,5000.0,AI_ADAPTIVE,NORMAL,9.77,0.9326,False,22.57,DECREASING,False,ADAPTIVE-HIGH-ASSURANCE-V1,ADAPTIVE-HIGH-ASSURANCE-V1,DOWNGRADE_HELD,1,False,False,Mode C: Selected ADAPTIVE-BALANCED-V1 (BALANCED) for IMPORTANT traffic under NORMAL threat. All safety invariants and latency constraints are satisfied. [Hysteresis hold step 1/3],11.6015,0.0461,0.0,0.085,0.07,11.8026,890.0,256,True,S11_RAPID_THREAT_OSCILLATION,S11: Rapid Threat Oscillation & Anti-Thrashing
16,30.0,CRUISE,NAVIGATION_UPDATE,IMPORTANT,5000.0,AI_ADAPTIVE,NORMAL,51.17,0.4838,True,100.0,MODERATE_INCREASE,False,ADAPTIVE-HIGH-ASSURANCE-V1,ADAPTIVE-HIGH-ASSURANCE-V1,STABLE,0,True,False,Mode C: Selected ADAPTIVE-HIGH-ASSURANCE-V1 (HIGH_ASSURANCE) for IMPORTANT traffic under HIGH threat. All safety invariants and latency constraints are satisfied.,12.8662,0.0507,0.0,0.085,0.07,13.0719,890.0,256,True,S11_RAPID_THREAT_OSCILLATION,S11: Rapid Threat Oscillation & Anti-Thrashing
17,32.0,CRUISE,NAVIGATION_UPDATE,IMPORTANT,5000.0,AI_ADAPTIVE,NORMAL,9.77,0.9326,False,22.57,DECREASING,False,ADAPTIVE-HIGH-ASSURANCE-V1,ADAPTIVE-HIGH-ASSURANCE-V1,DOWNGRADE_HELD,1,False,False,Mode C: Selected ADAPTIVE-BALANCED-V1 (BALANCED) for IMPORTANT traffic under NORMAL threat. All safety invariants and latency constraints are satisfied. [Hysteresis hold step 1/3],16.5507,0.0426,0.0,0.085,0.07,16.7483,890.0,256,True,S11_RAPID_THREAT_OSCILLATION,S11: Rapid Threat Oscillation & Anti-Thrashing
18,34.0,CRUISE,NAVIGATION_UPDATE,IMPORTANT,5000.0,AI_ADAPTIVE,NORMAL,51.17,0.4838,True,100.0,MODERATE_INCREASE,False,ADAPTIVE-HIGH-ASSURANCE-V1,ADAPTIVE-HIGH-ASSURANCE-V1,STABLE,0,True,False,Mode C: Selected ADAPTIVE-HIGH-ASSURANCE-V1 (HIGH_ASSURANCE) for IMPORTANT traffic under HIGH threat. All safety invariants and latency constraints are satisfied.,14.8053,0.0463,0.0,0.085,0.07,15.0066,890.0,256,True,S11_RAPID_THREAT_OSCILLATION,S11: Rapid Threat Oscillation & Anti-Thrashing
19,36.0,CRUISE,NAVIGATION_UPDATE,IMPORTANT,5000.0,AI_ADAPTIVE,NORMAL,9.77,0.9326,False,22.57,DECREASING,False,ADAPTIVE-HIGH-ASSURANCE-V1,ADAPTIVE-HIGH-ASSURANCE-V1,DOWNGRADE_HELD,1,False,False,Mode C: Selected ADAPTIVE-BALANCED-V1 (BALANCED) for IMPORTANT traffic under NORMAL threat. All safety invariants and latency constraints are satisfied. [Hysteresis hold step 1/3],17.5918,0.0452,0.0,0.085,0.07,17.792,890.0,256,True,S11_RAPID_THREAT_OSCILLATION,S11: Rapid Threat Oscillation & Anti-Thrashing
20,38.0,CRUISE,NAVIGATION_UPDATE,IMPORTANT,5000.0,AI_ADAPTIVE,NORMAL,51.17,0.4838,True,100.0,MODERATE_INCREASE,False,ADAPTIVE-HIGH-ASSURANCE-V1,ADAPTIVE-HIGH-ASSURANCE-V1,STABLE,0,True,False,Mode C: Selected ADAPTIVE-HIGH-ASSURANCE-V1 (HIGH_ASSURANCE) for IMPORTANT traffic under HIGH threat. All safety invariants and latency constraints are satisfied.,14.2321,0.0343,0.0,0.085,0.07,14.4214,890.0,256,True,S11_RAPID_THREAT_OSCILLATION,S11: Rapid Threat Oscillation & Anti-Thrashing
1,0.0,CRUISE,AIRCRAFT_STATUS,ROUTINE,5000.0,AI_ADAPTIVE,NORMAL,8.76,0.9818,False,19.39,STABLE,False,ADAPTIVE-STANDARD-V1,ADAPTIVE-STANDARD-V1,INITIAL,0,False,False,Mode C: Selected ADAPTIVE-STANDARD-V1 (STANDARD) for ROUTINE traffic under NORMAL threat. All safety invariants and latency constraints are satisfied.,22.393,0.0286,4.5,0.045,0.035,27.0016,120.0,128,True,S12_COMBINED_THREAT,S12: Full Mission Combined Threat Lifecycle
2,2.0,CRUISE,AIRCRAFT_STATUS,ROUTINE,5000.0,AI_ADAPTIVE,NORMAL,8.76,0.9818,False,19.51,STABLE,False,ADAPTIVE-STANDARD-V1,ADAPTIVE-STANDARD-V1,STABLE,0,False,False,Mode C: Selected ADAPTIVE-STANDARD-V1 (STANDARD) for ROUTINE traffic under NORMAL threat. All safety invariants and latency constraints are satisfied.,26.2594,0.0493,0.0,0.045,0.035,26.3887,120.0,128,True,S12_COMBINED_THREAT,S12: Full Mission Combined Threat Lifecycle
3,4.0,CRUISE,AIRCRAFT_STATUS,ROUTINE,5000.0,AI_ADAPTIVE,NORMAL,8.76,0.9818,False,19.47,STABLE,False,ADAPTIVE-STANDARD-V1,ADAPTIVE-STANDARD-V1,STABLE,0,False,False,Mode C: Selected ADAPTIVE-STANDARD-V1 (STANDARD) for ROUTINE traffic under NORMAL threat. All safety invariants and latency constraints are satisfied.,10.2741,0.0367,0.0,0.045,0.035,10.3908,120.0,128,True,S12_COMBINED_THREAT,S12: Full Mission Combined Threat Lifecycle
4,6.0,CRUISE,AIRCRAFT_STATUS,ROUTINE,5000.0,AI_ADAPTIVE,NORMAL,8.76,0.9818,False,19.59,STABLE,False,ADAPTIVE-STANDARD-V1,ADAPTIVE-STANDARD-V1,STABLE,0,False,False,Mode C: Selected ADAPTIVE-STANDARD-V1 (STANDARD) for ROUTINE traffic under NORMAL threat. All safety invariants and latency constraints are satisfied.,14.0496,0.0491,0.0,0.045,0.035,14.1787,120.0,128,True,S12_COMBINED_THREAT,S12: Full Mission Combined Threat Lifecycle
5,8.0,CRUISE,AIRCRAFT_STATUS,ROUTINE,5000.0,AI_ADAPTIVE,NORMAL,8.76,0.9818,False,19.44,STABLE,False,ADAPTIVE-STANDARD-V1,ADAPTIVE-STANDARD-V1,STABLE,0,False,False,Mode C: Selected ADAPTIVE-STANDARD-V1 (STANDARD) for ROUTINE traffic under NORMAL threat. All safety invariants and latency constraints are satisfied.,17.8413,0.0373,0.0,0.045,0.035,17.9586,120.0,128,True,S12_COMBINED_THREAT,S12: Full Mission Combined Threat Lifecycle
6,10.0,CRUISE,AIRCRAFT_STATUS,ROUTINE,5000.0,AI_ADAPTIVE,NORMAL,8.76,0.9818,False,19.08,STABLE,False,ADAPTIVE-STANDARD-V1,ADAPTIVE-STANDARD-V1,STABLE,0,False,False,Mode C: Selected ADAPTIVE-STANDARD-V1 (STANDARD) for ROUTINE traffic under NORMAL threat. All safety invariants and latency constraints are satisfied.,11.433,0.0545,0.0,0.045,0.035,11.5675,120.0,128,True,S12_COMBINED_THREAT,S12: Full Mission Combined Threat Lifecycle
7,12.0,CRUISE,NAVIGATION_UPDATE,CRITICAL,5000.0,AI_ADAPTIVE,ELEVATED,57.6,0.939,True,100.0,RAPID_ESCALATION,True,ADAPTIVE-STANDARD-V1,ADAPTIVE-HIGH-ASSURANCE-V1,ESCALATION,0,True,True,Mode C: Selected ADAPTIVE-HIGH-ASSURANCE-V1 (HIGH_ASSURANCE) for CRITICAL traffic under ELEVATED threat. All safety invariants and latency constraints are satisfied.,4.687,0.0317,62.0,0.085,0.07,66.8737,890.0,256,True,S12_COMBINED_THREAT,S12: Full Mission Combined Threat Lifecycle
8,14.0,CRUISE,NAVIGATION_UPDATE,CRITICAL,5000.0,AI_ADAPTIVE,ELEVATED,57.6,0.939,True,100.0,RAPID_ESCALATION,True,ADAPTIVE-HIGH-ASSURANCE-V1,ADAPTIVE-HIGH-ASSURANCE-V1,STABLE,0,True,True,Mode C: Selected ADAPTIVE-HIGH-ASSURANCE-V1 (HIGH_ASSURANCE) for CRITICAL traffic under ELEVATED threat. All safety invariants and latency constraints are satisfied.,10.6942,0.0316,0.0,0.085,0.07,10.8808,890.0,256,True,S12_COMBINED_THREAT,S12: Full Mission Combined Threat Lifecycle
9,16.0,CRUISE,NAVIGATION_UPDATE,CRITICAL,5000.0,AI_ADAPTIVE,ELEVATED,57.6,0.939,True,100.0,RAPID_ESCALATION,True,ADAPTIVE-HIGH-ASSURANCE-V1,ADAPTIVE-HIGH-ASSURANCE-V1,STABLE,0,True,True,Mode C: Selected ADAPTIVE-HIGH-ASSURANCE-V1 (HIGH_ASSURANCE) for CRITICAL traffic under ELEVATED threat. All safety invariants and latency constraints are satisfied.,9.6818,0.046,0.0,0.085,0.07,9.8828,890.0,256,True,S12_COMBINED_THREAT,S12: Full Mission Combined Threat Lifecycle
10,18.0,CRUISE,NAVIGATION_UPDATE,CRITICAL,5000.0,AI_ADAPTIVE,ELEVATED,57.6,0.939,True,100.0,RAPID_ESCALATION,True,ADAPTIVE-HIGH-ASSURANCE-V1,ADAPTIVE-HIGH-ASSURANCE-V1,STABLE,0,True,True,Mode C: Selected ADAPTIVE-HIGH-ASSURANCE-V1 (HIGH_ASSURANCE) for CRITICAL traffic under ELEVATED threat. All safety invariants and latency constraints are satisfied.,15.2315,0.0339,0.0,0.085,0.07,15.4204,890.0,256,True,S12_COMBINED_THREAT,S12: Full Mission Combined Threat Lifecycle
11,20.0,CRUISE,NAVIGATION_UPDATE,CRITICAL,5000.0,AI_ADAPTIVE,ELEVATED,57.6,0.939,True,100.0,RAPID_ESCALATION,True,ADAPTIVE-HIGH-ASSURANCE-V1,ADAPTIVE-HIGH-ASSURANCE-V1,STABLE,0,True,True,Mode C: Selected ADAPTIVE-HIGH-ASSURANCE-V1 (HIGH_ASSURANCE) for CRITICAL traffic under ELEVATED threat. All safety invariants and latency constraints are satisfied.,38.4971,0.0323,0.0,0.085,0.07,38.6844,890.0,256,True,S12_COMBINED_THREAT,S12: Full Mission Combined Threat Lifecycle
12,22.0,CRUISE,NAVIGATION_UPDATE,CRITICAL,5000.0,AI_ADAPTIVE,ELEVATED,57.6,0.939,True,100.0,RAPID_ESCALATION,True,ADAPTIVE-HIGH-ASSURANCE-V1,ADAPTIVE-HIGH-ASSURANCE-V1,STABLE,0,True,True,Mode C: Selected ADAPTIVE-HIGH-ASSURANCE-V1 (HIGH_ASSURANCE) for CRITICAL traffic under ELEVATED threat. All safety invariants and latency constraints are satisfied.,23.3397,0.0518,0.0,0.085,0.07,23.5465,890.0,256,True,S12_COMBINED_THREAT,S12: Full Mission Combined Threat Lifecycle
13,24.0,CRUISE,NAVIGATION_UPDATE,CRITICAL,5000.0,AI_ADAPTIVE,ELEVATED,57.6,0.939,True,100.0,RAPID_ESCALATION,True,ADAPTIVE-HIGH-ASSURANCE-V1,ADAPTIVE-HIGH-ASSURANCE-V1,STABLE,0,True,True,Mode C: Selected ADAPTIVE-HIGH-ASSURANCE-V1 (HIGH_ASSURANCE) for CRITICAL traffic under ELEVATED threat. All safety invariants and latency constraints are satisfied.,8.5426,0.0502,0.0,0.085,0.07,8.7478,890.0,256,True,S12_COMBINED_THREAT,S12: Full Mission Combined Threat Lifecycle
14,26.0,CRUISE,NAVIGATION_UPDATE,CRITICAL,5000.0,AI_ADAPTIVE,ELEVATED,57.6,0.939,True,100.0,RAPID_ESCALATION,True,ADAPTIVE-HIGH-ASSURANCE-V1,ADAPTIVE-HIGH-ASSURANCE-V1,STABLE,0,True,True,Mode C: Selected ADAPTIVE-HIGH-ASSURANCE-V1 (HIGH_ASSURANCE) for CRITICAL traffic under ELEVATED threat. All safety invariants and latency constraints are satisfied.,13.8651,0.0461,0.0,0.085,0.07,14.0662,890.0,256,True,S12_COMBINED_THREAT,S12: Full Mission Combined Threat Lifecycle
15,28.0,DESCENT,FLIGHT_CONTROL,SAFETY_CRITICAL,5000.0,AI_ADAPTIVE,CRITICAL,62.97,0.9977,True,100.0,MODERATE_INCREASE,False,ADAPTIVE-HIGH-ASSURANCE-V1,ADAPTIVE-CRITICAL-V1,ESCALATION,0,True,True,Mode C: Selected ADAPTIVE-CRITICAL-V1 (CRITICAL) for SAFETY_CRITICAL traffic under CRITICAL threat. All safety invariants and latency constraints are satisfied.,15.2572,0.0851,520.0,0.12,0.095,535.5573,1450.0,256,True,S12_COMBINED_THREAT,S12: Full Mission Combined Threat Lifecycle
16,30.0,DESCENT,FLIGHT_CONTROL,SAFETY_CRITICAL,5000.0,AI_ADAPTIVE,CRITICAL,62.97,0.9977,True,100.0,STABLE,False,ADAPTIVE-CRITICAL-V1,ADAPTIVE-CRITICAL-V1,STABLE,0,True,True,Mode C: Selected ADAPTIVE-CRITICAL-V1 (CRITICAL) for SAFETY_CRITICAL traffic under CRITICAL threat. All safety invariants and latency constraints are satisfied.,24.9468,0.0349,0.0,0.12,0.095,25.1967,1450.0,256,True,S12_COMBINED_THREAT,S12: Full Mission Combined Threat Lifecycle
17,32.0,DESCENT,FLIGHT_CONTROL,SAFETY_CRITICAL,5000.0,AI_ADAPTIVE,CRITICAL,62.97,0.9977,True,100.0,MODERATE_INCREASE,False,ADAPTIVE-CRITICAL-V1,ADAPTIVE-CRITICAL-V1,STABLE,0,True,True,Mode C: Selected ADAPTIVE-CRITICAL-V1 (CRITICAL) for SAFETY_CRITICAL traffic under CRITICAL threat. All safety invariants and latency constraints are satisfied.,11.9047,0.0571,0.0,0.12,0.095,12.1768,1450.0,256,True,S12_COMBINED_THREAT,S12: Full Mission Combined Threat Lifecycle
18,34.0,DESCENT,FLIGHT_CONTROL,SAFETY_CRITICAL,5000.0,AI_ADAPTIVE,CRITICAL,62.97,0.9977,True,100.0,MODERATE_INCREASE,False,ADAPTIVE-CRITICAL-V1,ADAPTIVE-CRITICAL-V1,STABLE,0,True,True,Mode C: Selected ADAPTIVE-CRITICAL-V1 (CRITICAL) for SAFETY_CRITICAL traffic under CRITICAL threat. All safety invariants and latency constraints are satisfied.,34.1719,0.0508,0.0,0.12,0.095,34.4377,1450.0,256,True,S12_COMBINED_THREAT,S12: Full Mission Combined Threat Lifecycle
19,36.0,DESCENT,FLIGHT_CONTROL,SAFETY_CRITICAL,5000.0,AI_ADAPTIVE,CRITICAL,62.97,0.9977,True,100.0,STABLE,False,ADAPTIVE-CRITICAL-V1,ADAPTIVE-CRITICAL-V1,STABLE,0,True,True,Mode C: Selected ADAPTIVE-CRITICAL-V1 (CRITICAL) for SAFETY_CRITICAL traffic under CRITICAL threat. All safety invariants and latency constraints are satisfied.,34.5229,0.0565,0.0,0.12,0.095,34.7944,1450.0,256,True,S12_COMBINED_THREAT,S12: Full Mission Combined Threat Lifecycle
20,38.0,DESCENT,FLIGHT_CONTROL,SAFETY_CRITICAL,5000.0,AI_ADAPTIVE,CRITICAL,62.97,0.9977,True,100.0,STABLE,False,ADAPTIVE-CRITICAL-V1,ADAPTIVE-CRITICAL-V1,STABLE,0,True,True,Mode C: Selected ADAPTIVE-CRITICAL-V1 (CRITICAL) for SAFETY_CRITICAL traffic under CRITICAL threat. All safety invariants and latency constraints are satisfied.,39.534,0.0338,0.0,0.12,0.095,39.7828,1450.0,256,True,S12_COMBINED_THREAT,S12: Full Mission Combined Threat Lifecycle
21,40.0,APPROACH,FLIGHT_PLAN,IMPORTANT,5000.0,AI_ADAPTIVE,NORMAL,24.83,0.8107,True,100.0,RECOVERING,False,ADAPTIVE-CRITICAL-V1,ADAPTIVE-CRITICAL-V1,DOWNGRADE_HELD,1,False,False,Mode C: Selected ADAPTIVE-BALANCED-V1 (BALANCED) for IMPORTANT traffic under NORMAL threat. All safety invariants and latency constraints are satisfied. [Hysteresis hold step 1/3],17.7833,0.0478,0.0,0.12,0.095,18.0461,1450.0,256,True,S12_COMBINED_THREAT,S12: Full Mission Combined Threat Lifecycle
22,42.0,APPROACH,FLIGHT_PLAN,IMPORTANT,5000.0,AI_ADAPTIVE,NORMAL,24.83,0.8107,True,100.0,RECOVERING,False,ADAPTIVE-CRITICAL-V1,ADAPTIVE-CRITICAL-V1,DOWNGRADE_HELD,2,False,False,Mode C: Selected ADAPTIVE-BALANCED-V1 (BALANCED) for IMPORTANT traffic under NORMAL threat. All safety invariants and latency constraints are satisfied. [Hysteresis hold step 2/3],20.7728,0.0481,0.0,0.12,0.095,21.0359,1450.0,256,True,S12_COMBINED_THREAT,S12: Full Mission Combined Threat Lifecycle
23,44.0,APPROACH,FLIGHT_PLAN,IMPORTANT,5000.0,AI_ADAPTIVE,NORMAL,24.83,0.8107,True,100.0,RECOVERING,False,ADAPTIVE-CRITICAL-V1,ADAPTIVE-BALANCED-V1,DOWNGRADE_EXECUTED,0,False,False,Mode C: Selected ADAPTIVE-BALANCED-V1 (BALANCED) for IMPORTANT traffic under NORMAL threat. All safety invariants and latency constraints are satisfied.,13.2003,0.0293,8.2,0.052,0.04,21.5216,310.0,192,True,S12_COMBINED_THREAT,S12: Full Mission Combined Threat Lifecycle
24,46.0,APPROACH,FLIGHT_PLAN,IMPORTANT,5000.0,AI_ADAPTIVE,NORMAL,24.83,0.8107,True,100.0,RECOVERING,False,ADAPTIVE-BALANCED-V1,ADAPTIVE-BALANCED-V1,STABLE,0,False,False,Mode C: Selected ADAPTIVE-BALANCED-V1 (BALANCED) for IMPORTANT traffic under NORMAL threat. All safety invariants and latency constraints are satisfied.,15.387,0.0344,0.0,0.052,0.04,15.5134,310.0,192,True,S12_COMBINED_THREAT,S12: Full Mission Combined Threat Lifecycle
25,48.0,APPROACH,FLIGHT_PLAN,IMPORTANT,5000.0,AI_ADAPTIVE,NORMAL,24.83,0.8107,True,100.0,RECOVERING,False,ADAPTIVE-BALANCED-V1,ADAPTIVE-BALANCED-V1,STABLE,0,False,False,Mode C: Selected ADAPTIVE-BALANCED-V1 (BALANCED) for IMPORTANT traffic under NORMAL threat. All safety invariants and latency constraints are satisfied.,4.9726,0.0295,0.0,0.052,0.04,5.0941,310.0,192,True,S12_COMBINED_THREAT,S12: Full Mission Combined Threat Lifecycle
26,50.0,APPROACH,FLIGHT_PLAN,IMPORTANT,5000.0,AI_ADAPTIVE,NORMAL,24.83,0.8107,True,100.0,RECOVERING,False,ADAPTIVE-BALANCED-V1,ADAPTIVE-BALANCED-V1,STABLE,0,False,False,Mode C: Selected ADAPTIVE-BALANCED-V1 (BALANCED) for IMPORTANT traffic under NORMAL threat. All safety invariants and latency constraints are satisfied.,21.2654,0.0371,0.0,0.052,0.04,21.3945,310.0,192,True,S12_COMBINED_THREAT,S12: Full Mission Combined Threat Lifecycle
27,52.0,LANDING,AIRCRAFT_STATUS,ROUTINE,5000.0,AI_ADAPTIVE,NORMAL,8.76,0.9818,False,19.27,RECOVERING,False,ADAPTIVE-BALANCED-V1,ADAPTIVE-BALANCED-V1,DOWNGRADE_HELD,1,False,False,Mode C: Selected ADAPTIVE-STANDARD-V1 (STANDARD) for ROUTINE traffic under NORMAL threat. All safety invariants and latency constraints are satisfied. [Hysteresis hold step 1/3],12.3284,0.0455,0.0,0.052,0.04,12.4659,310.0,192,True,S12_COMBINED_THREAT,S12: Full Mission Combined Threat Lifecycle
28,54.0,LANDING,AIRCRAFT_STATUS,ROUTINE,5000.0,AI_ADAPTIVE,NORMAL,8.76,0.9818,False,19.48,RECOVERING,False,ADAPTIVE-BALANCED-V1,ADAPTIVE-BALANCED-V1,DOWNGRADE_HELD,2,False,False,Mode C: Selected ADAPTIVE-STANDARD-V1 (STANDARD) for ROUTINE traffic under NORMAL threat. All safety invariants and latency constraints are satisfied. [Hysteresis hold step 2/3],12.6815,0.0499,0.0,0.052,0.04,12.8234,310.0,192,True,S12_COMBINED_THREAT,S12: Full Mission Combined Threat Lifecycle
29,56.0,LANDING,AIRCRAFT_STATUS,ROUTINE,5000.0,AI_ADAPTIVE,NORMAL,8.76,0.9818,False,19.51,RECOVERING,False,ADAPTIVE-BALANCED-V1,ADAPTIVE-STANDARD-V1,DOWNGRADE_EXECUTED,0,False,False,Mode C: Selected ADAPTIVE-STANDARD-V1 (STANDARD) for ROUTINE traffic under NORMAL threat. All safety invariants and latency constraints are satisfied.,19.2581,0.0315,4.5,0.045,0.035,23.8696,120.0,128,True,S12_COMBINED_THREAT,S12: Full Mission Combined Threat Lifecycle
